frame,view,track_id,x,y,w,h
118,View_001,37,712.6,222.4,31.9,88.2
119,View_001,5,555.4,129.9,26.2,66.7
119,View_001,9,581.6,136.2,23.6,62.2
119,View_001,19,371.4,182.3,29.5,78.5
119,View_001,22,644.5,130.1,25.8,73.9
119,View_001,30,171.4,70.0,16.0,35.8
119,View_001,36,495.4,211.5,34.7,81.3
119,View_001,37,705.3,222.3,32.0,86.7
120,View_001,5,559.4,128.0,25.9,66.6
120,View_001,9,585.6,133.6,24.3,64.4
120,View_001,19,372.5,182.5,29.3,78.4
120,View_001,22,649.4,129.5,25.7,73.2
120,View_001,30,166.4,70.0,16.1,36.6
120,View_001,36,505.7,212.9,35.0,83.0
120,View_001,37,691.3,209.7,35.0,95.2
121,View_001,5,562.7,127.3,25.5,65.9
121,View_001,9,589.1,132.5,24.0,64.1
121,View_001,19,373.5,182.5,29.0,78.4
121,View_001,22,652.5,129.3,25.4,72.7
121,View_001,30,163.4,71.2,15.5,35.7
121,View_001,36,514.8,213.4,33.9,82.4
121,View_001,37,678.8,211.0,34.8,92.2
122,View_001,5,567.9,127.2,25.6,65.6
122,View_001,9,593.2,131.7,24.1,64.3
122,View_001,19,376.2,181.8,29.0,78.7
122,View_001,22,657.3,126.9,24.7,71.8
122,View_001,30,158.5,72.0,15.4,36.1
122,View_001,36,528.0,215.9,34.1,81.3
122,View_001,37,669.0,211.7,34.2,89.1
123,View_001,5,570.7,127.0,25.1,64.1
123,View_001,9,595.9,130.9,24.0,64.2
123,View_001,19,377.4,181.1,29.0,79.2
123,View_001,22,660.8,126.0,24.6,72.2
123,View_001,30,155.9,72.2,15.3,36.2
123,View_001,36,533.7,216.6,35.5,82.8
123,View_001,37,659.5,211.2,33.2,86.4
124,View_001,5,573.2,125.6,25.1,64.1
124,View_001,9,597.2,129.0,24.3,65.4
124,View_001,19,378.1,181.1,28.7,79.5
124,View_001,22,663.1,125.8,24.5,72.1
124,View_001,30,153.9,73.3,15.3,35.7
124,View_001,36,540.1,216.4,35.3,83.1
124,View_001,37,649.5,210.3,33.6,86.5
125,View_001,5,576.6,125.4,24.2,62.2
125,View_001,9,599.4,129.4,23.2,63.0
125,View_001,19,379.1,181.2,28.1,79.5
125,View_001,22,665.3,125.5,24.1,71.3
125,View_001,30,151.7,74.4,15.5,35.6
125,View_001,36,548.0,216.4,34.6,83.6
125,View_001,37,640.9,210.5,34.2,85.8
126,View_001,5,579.6,125.4,23.9,61.9
126,View_001,9,601.3,129.7,22.6,62.1
126,View_001,19,379.8,181.1,27.9,79.8
126,View_001,22,667.4,124.6,23.7,70.2
126,View_001,30,149.1,74.9,15.4,35.4
126,View_001,36,555.2,217.5,34.1,84.0
126,View_001,37,634.3,210.5,35.2,85.8
127,View_001,5,583.2,124.3,24.3,62.7
127,View_001,9,605.9,128.7,22.0,59.9
127,View_001,19,380.5,181.4,27.5,80.1
127,View_001,22,671.0,122.2,23.9,69.7
127,View_001,30,144.3,75.1,15.7,36.5
127,View_001,36,565.4,220.7,34.6,83.8
127,View_001,37,624.8,206.9,34.6,85.2
128,View_001,5,586.0,123.2,24.5,62.7
128,View_001,9,608.7,127.5,21.9,59.3
128,View_001,19,380.8,181.5,27.3,81.0
128,View_001,22,673.5,122.1,24.1,69.1
128,View_001,30,141.2,75.7,15.7,36.7
128,View_001,36,575.7,221.7,33.5,83.1
128,View_001,37,614.0,206.6,34.9,83.7
129,View_001,5,587.9,121.9,24.4,62.4
129,View_001,9,610.5,126.3,22.2,60.5
129,View_001,19,380.9,182.1,26.7,80.9
129,View_001,22,676.5,121.8,24.1,68.5
129,View_001,30,138.9,76.8,15.5,36.3
129,View_001,36,584.1,222.5,32.6,82.6
129,View_001,37,608.5,205.7,35.7,85.1
130,View_001,5,590.4,121.1,24.0,61.4
130,View_001,9,615.5,125.8,22.0,59.7
130,View_001,19,380.5,183.0,26.5,80.2
130,View_001,22,680.7,120.2,24.0,69.0
130,View_001,30,134.5,76.7,15.7,37.0
130,View_001,36,595.0,224.0,33.5,81.8
131,View_001,5,593.2,121.0,23.5,60.6
131,View_001,9,619.5,125.5,22.4,59.5
131,View_001,19,380.3,183.5,26.5,79.9
131,View_001,22,683.8,119.0,23.6,69.3
131,View_001,30,131.6,77.3,15.9,37.4
131,View_001,36,601.5,225.4,34.5,82.0
131,View_001,37,586.0,201.8,35.3,84.7
132,View_001,5,595.6,120.1,23.7,61.1
132,View_001,9,621.5,124.8,23.0,59.9
132,View_001,19,379.8,183.8,26.6,80.6
132,View_001,22,686.7,117.9,23.5,69.4
132,View_001,30,129.5,78.8,16.1,37.1
132,View_001,36,609.1,225.1,34.6,83.2
132,View_001,38,748.8,257.2,19.1,93.3
132,View_001,37,578.4,201.0,35.3,83.3
133,View_001,5,597.1,119.6,23.7,61.1
133,View_001,9,622.7,124.2,23.5,60.0
133,View_001,19,379.0,184.2,26.4,80.7
133,View_001,22,689.6,117.8,23.3,69.1
133,View_001,30,127.2,79.2,16.1,37.2
133,View_001,36,617.7,225.0,34.1,84.5
133,View_001,38,744.4,252.6,20.1,97.3
133,View_001,37,572.1,200.4,36.1,83.6
134,View_001,5,598.9,118.9,23.9,61.7
134,View_001,9,624.1,123.3,23.6,60.1
134,View_001,19,378.8,184.9,26.2,80.6
134,View_001,22,690.5,117.7,23.6,69.2
134,View_001,30,124.0,79.2,15.9,37.0
134,View_001,36,625.7,226.4,34.1,84.1
134,View_001,38,734.9,252.3,20.7,95.9
134,View_001,37,566.1,199.5,36.3,83.3
135,View_001,5,600.8,118.6,23.8,61.1
135,View_001,9,624.7,123.3,23.2,59.3
135,View_001,19,379.0,185.4,26.2,80.9
135,View_001,22,692.6,117.2,23.7,69.5
135,View_001,30,120.9,79.6,16.2,37.8
135,View_001,36,632.9,227.8,35.1,83.2
135,View_001,38,729.5,251.8,21.6,95.0
135,View_001,37,561.8,197.0,35.8,81.4
136,View_001,5,602.8,116.8,24.1,62.2
136,View_001,9,625.6,122.2,22.9,58.8
136,View_001,19,379.7,186.0,25.9,80.4
136,View_001,22,695.6,116.3,23.3,68.7
136,View_001,30,118.9,80.6,16.4,37.8
136,View_001,36,637.2,227.9,35.9,83.8
136,View_001,38,724.1,251.3,21.8,92.5
136,View_001,37,556.8,194.6,36.1,82.6
137,View_001,5,606.5,115.8,23.9,62.1
137,View_001,9,627.7,121.7,22.3,57.4
137,View_001,19,382.0,184.7,26.3,81.8
137,View_001,22,698.7,115.2,23.6,68.7
137,View_001,30,114.6,81.8,16.2,37.7
137,View_001,36,651.2,226.8,35.2,84.9
137,View_001,38,708.8,248.5,22.6,93.5
137,View_001,37,544.9,194.0,36.7,81.7
138,View_001,5,609.1,115.1,23.7,62.1
138,View_001,9,629.9,122.2,21.8,56.2
138,View_001,19,383.7,183.8,26.6,82.5
138,View_001,22,701.0,115.0,23.6,68.2
138,View_001,30,111.7,81.8,15.9,37.2
138,View_001,36,661.2,227.6,35.2,84.6
138,View_001,38,698.7,248.6,23.6,93.2
138,View_001,37,538.7,192.4,36.8,81.4
139,View_001,5,611.4,114.4,23.6,62.3
139,View_001,9,632.3,120.9,22.0,56.8
139,View_001,19,384.8,183.3,26.8,82.8
139,View_001,22,703.2,115.4,23.1,66.9
139,View_001,30,109.7,83.3,15.7,36.6
139,View_001,36,665.0,228.0,35.3,84.8
139,View_001,38,691.5,244.0,25.4,96.7
139,View_001,37,532.1,191.7,35.8,79.7
140,View_001,5,615.4,113.9,22.8,60.5
140,View_001,9,636.9,119.8,22.0,56.6
140,View_001,19,385.4,183.4,26.7,82.9
140,View_001,22,704.8,112.9,23.3,68.3
140,View_001,30,106.1,82.9,16.0,37.5
140,View_001,36,677.7,236.7,31.7,76.0
140,View_001,38,682.0,241.1,25.8,95.7
140,View_001,37,518.7,190.2,36.5,80.3
141,View_001,5,618.5,113.4,22.8,60.7
141,View_001,9,639.5,119.0,21.6,55.2
141,View_001,19,385.3,184.1,26.5,82.7
141,View_001,22,705.9,111.5,23.2,68.2
141,View_001,30,102.2,82.9,15.9,37.9
141,View_001,36,689.7,231.3,32.6,80.7
141,View_001,38,669.1,240.8,26.5,93.6
141,View_001,37,510.9,190.1,36.7,79.2
142,View_001,5,620.6,113.3,22.8,60.7
142,View_001,9,641.6,118.4,21.6,55.1
142,View_001,19,384.7,184.8,26.3,83.1
142,View_001,22,707.1,111.3,22.9,67.4
142,View_001,30,99.4,83.8,15.8,38.2
142,View_001,36,698.8,229.9,33.8,82.4
142,View_001,38,661.5,239.7,28.2,93.7
142,View_001,37,504.7,190.0,35.9,76.8
143,View_001,5,623.2,112.8,22.3,59.3
143,View_001,9,643.1,115.3,22.7,57.8
143,View_001,19,384.6,186.5,25.9,82.9
143,View_001,22,708.6,110.9,23.3,68.4
143,View_001,30,95.5,85.0,15.8,38.3
143,View_001,36,706.7,231.3,34.8,81.5
143,View_001,38,652.5,237.2,28.2,93.8
143,View_001,37,496.5,185.7,36.5,78.4
144,View_001,5,625.1,111.7,22.3,59.5
144,View_001,9,644.0,114.1,23.1,58.8
144,View_001,19,384.6,187.0,25.9,83.7
144,View_001,22,709.0,110.1,23.7,69.3
144,View_001,30,92.2,85.4,15.4,38.0
144,View_001,36,714.0,230.4,35.2,82.3
144,View_001,38,642.2,235.0,28.6,94.6
144,View_001,37,487.2,184.9,37.0,78.1
145,View_001,5,627.3,110.9,22.0,59.4
145,View_001,9,644.6,113.8,22.9,58.0
145,View_001,19,384.5,187.6,25.6,83.6
145,View_001,22,709.5,109.8,23.6,69.0
145,View_001,30,89.8,85.9,15.3,38.2
145,View_001,36,723.5,230.3,34.4,81.9
145,View_001,38,633.6,234.8,28.9,93.0
145,View_001,37,481.5,182.9,37.8,79.1
146,View_001,5,629.8,109.9,22.2,60.3
146,View_001,9,646.8,113.6,22.6,57.7
146,View_001,19,384.8,189.3,25.3,83.3
146,View_001,22,709.9,109.6,23.0,68.0
146,View_001,30,85.9,86.6,15.5,38.7
146,View_001,36,732.9,232.2,34.0,80.7
146,View_001,38,623.3,232.7,29.1,91.4
146,View_001,37,471.2,180.4,37.8,79.9
147,View_001,5,631.5,109.9,22.4,61.0
147,View_001,9,649.3,114.3,21.8,56.4
147,View_001,19,386.0,190.7,25.3,83.3
147,View_001,22,710.7,109.2,22.5,67.7
147,View_001,30,83.1,88.0,15.3,38.0
147,View_001,36,736.6,233.6,31.4,81.1
147,View_001,38,614.8,230.9,29.5,92.2
147,View_001,37,462.4,179.6,37.6,79.3
147,View_001,47,433.6,179.1,22.6,89.7
148,View_001,5,632.9,109.3,22.2,60.4
148,View_001,9,651.6,114.0,21.6,56.2
148,View_001,19,387.0,192.7,25.0,82.5
148,View_001,22,711.0,109.2,21.8,67.1
148,View_001,30,79.7,88.2,15.2,38.2
148,View_001,36,742.8,233.5,25.2,81.4
148,View_001,38,608.7,229.8,29.6,91.5
148,View_001,37,456.0,180.2,37.5,78.3
148,View_001,47,434.0,175.8,24.0,95.3
149,View_001,5,634.9,107.6,21.8,59.5
149,View_001,9,655.8,113.2,21.7,56.0
149,View_001,19,388.8,194.0,25.5,83.6
149,View_001,22,710.8,109.9,21.0,66.3
149,View_001,30,74.7,89.7,16.1,39.1
149,View_001,38,597.5,229.3,31.0,90.6
149,View_001,37,447.2,178.5,36.1,77.5
149,View_001,47,437.0,183.9,22.7,89.9
150,View_001,5,636.2,106.9,21.5,58.8
150,View_001,9,658.1,112.6,21.5,55.0
150,View_001,19,388.7,194.8,26.0,83.8
150,View_001,22,710.2,110.5,20.5,65.7
150,View_001,30,71.1,90.7,16.1,39.0
150,View_001,38,590.2,227.3,31.6,90.6
150,View_001,47,442.1,189.1,21.9,86.5
150,View_001,48,29.7,111.4,20.0,30.2
151,View_001,5,637.6,106.9,21.2,58.2
151,View_001,9,658.7,112.0,21.8,55.8
151,View_001,19,388.8,196.3,26.6,84.4
151,View_001,22,709.1,110.3,20.3,65.5
151,View_001,30,67.8,91.2,16.0,38.8
151,View_001,38,582.5,225.4,31.2,90.3
151,View_001,47,443.6,192.4,21.4,83.2
151,View_001,48,29.8,111.5,20.0,30.2
152,View_001,5,640.0,106.8,21.0,57.4
152,View_001,9,660.5,111.1,22.0,57.1
152,View_001,19,392.8,197.6,26.7,84.5
152,View_001,22,704.8,111.1,21.0,65.5
152,View_001,30,64.4,91.9,16.5,39.4
152,View_001,38,571.7,224.8,31.9,91.0
152,View_001,47,445.7,191.9,22.2,85.7
152,View_001,48,30.0,111.4,19.9,30.0
153,View_001,5,641.4,106.8,20.9,57.1
153,View_001,9,663.0,111.1,21.2,55.4
153,View_001,19,396.7,200.2,26.0,82.8
153,View_001,22,702.4,113.5,21.3,63.9
153,View_001,30,61.9,92.1,16.7,39.7
153,View_001,38,565.3,224.1,31.8,89.5
153,View_001,47,446.6,194.2,22.5,85.7
153,View_001,48,30.0,111.4,19.8,29.9
154,View_001,5,642.9,106.2,21.0,57.6
154,View_001,9,664.9,111.4,20.9,54.2
154,View_001,22,701.6,114.6,21.7,63.4
154,View_001,30,58.6,91.5,17.0,40.7
154,View_001,38,558.7,222.6,31.2,87.9
154,View_001,47,447.4,196.2,23.1,86.6
154,View_001,48,30.1,111.5,19.8,29.9
155,View_001,5,645.0,106.8,20.6,56.5
155,View_001,9,668.2,111.2,20.4,52.5
155,View_001,22,696.5,114.0,21.8,64.2
155,View_001,30,54.4,92.9,17.0,40.9
155,View_001,38,547.1,222.2,31.1,86.8
155,View_001,47,451.4,199.3,23.1,85.1
155,View_001,48,30.3,111.9,19.4,29.4
155,View_001,37,391.4,175.9,32.7,72.6
156,View_001,5,646.7,106.2,20.8,57.4
156,View_001,9,670.2,110.8,20.6,52.5
156,View_001,22,692.0,113.1,22.0,65.2
156,View_001,30,51.7,94.4,16.8,40.2
156,View_001,38,537.7,221.6,32.6,86.9
156,View_001,47,454.9,201.2,23.2,84.1
156,View_001,48,30.0,112.1,19.1,28.9
156,View_001,37,386.4,175.6,31.2,71.8
157,View_001,5,649.6,104.8,20.9,58.1
157,View_001,9,673.2,110.8,19.5,50.3
157,View_001,22,685.4,113.4,23.0,66.9
157,View_001,30,47.7,93.8,16.7,40.7
157,View_001,38,529.2,221.2,32.9,86.5
157,View_001,47,462.9,202.0,24.3,83.3
157,View_001,48,30.6,112.7,18.9,28.3
157,View_001,37,375.7,175.7,32.5,71.2
158,View_001,5,652.0,104.3,20.6,57.6
158,View_001,22,681.2,113.8,23.6,67.8
158,View_001,30,45.4,94.0,16.9,41.4
158,View_001,38,519.5,220.7,32.7,86.3
158,View_001,47,466.4,202.6,25.8,83.4
158,View_001,48,30.5,113.1,18.5,27.7
158,View_001,37,369.6,176.2,33.4,71.1
159,View_001,5,654.0,103.9,20.2,56.8
159,View_001,22,678.4,112.0,24.2,69.5
159,View_001,30,43.7,95.4,16.5,40.4
159,View_001,38,511.7,220.0,33.3,87.7
159,View_001,47,467.8,204.2,26.6,81.9
159,View_001,37,363.0,174.1,33.6,72.3
160,View_001,5,656.5,103.4,20.4,57.1
160,View_001,22,674.3,111.3,25.0,70.6
160,View_001,30,35.9,95.7,18.5,43.5
160,View_001,38,503.8,220.8,34.0,86.7
160,View_001,47,474.9,203.8,27.3,83.0
160,View_001,37,350.7,172.4,33.9,73.0
160,View_001,50,428.1,205.5,37.8,89.7
161,View_001,5,658.5,102.9,20.9,56.9
161,View_001,22,669.4,108.8,27.4,74.0
161,View_001,30,31.9,96.5,18.6,43.6
161,View_001,38,497.9,221.0,33.4,84.9
161,View_001,47,478.8,203.2,28.1,85.6
161,View_001,37,342.7,171.8,34.5,73.3
161,View_001,50,430.5,204.5,38.0,90.5
162,View_001,5,659.0,103.1,20.8,56.4
162,View_001,22,663.4,106.8,29.1,76.9
162,View_001,30,30.0,97.3,18.3,42.8
162,View_001,47,483.2,203.0,32.3,97.8
162,View_001,37,337.0,171.2,34.5,72.9
162,View_001,50,433.1,205.6,37.7,90.0
162,View_001,9,683.3,106.1,20.7,53.5
163,View_001,22,660.6,104.8,30.0,78.8
163,View_001,30,29.0,97.9,18.1,42.4
163,View_001,37,331.4,170.7,33.4,71.7
163,View_001,50,435.7,207.5,36.4,87.6
163,View_001,9,684.9,105.1,21.2,54.3
163,View_001,38,479.5,207.2,38.3,99.1
164,View_001,22,658.0,103.3,30.3,80.5
164,View_001,30,27.4,98.8,17.9,41.8
164,View_001,37,325.9,170.4,32.9,70.9
164,View_001,50,439.0,207.9,35.4,86.2
164,View_001,9,685.9,105.7,20.8,52.7
164,View_001,38,472.4,209.4,39.0,97.7
165,View_001,22,654.3,103.5,31.7,83.5
165,View_001,30,25.1,99.2,18.1,41.4
165,View_001,37,317.3,170.8,33.3,70.4
165,View_001,50,442.7,208.7,35.4,87.8
165,View_001,9,687.4,106.1,20.5,51.5
165,View_001,38,465.8,216.2,36.7,90.7
165,View_001,5,665.7,102.9,21.0,57.1
165,View_001,47,495.7,206.5,29.4,89.1
166,View_001,22,649.2,113.8,28.0,73.9
166,View_001,30,22.3,100.2,18.4,41.1
166,View_001,37,309.1,169.6,33.5,70.5
166,View_001,50,444.1,211.2,33.9,86.2
166,View_001,9,688.9,106.4,20.6,51.6
166,View_001,38,453.1,213.3,37.7,93.0
166,View_001,5,666.9,102.7,21.2,57.0
166,View_001,47,500.0,207.2,28.6,86.1
167,View_001,22,646.8,117.7,26.6,70.6
167,View_001,30,17.0,100.4,18.3,41.7
167,View_001,37,300.9,168.4,33.7,71.2
167,View_001,9,690.9,107.2,20.5,50.7
167,View_001,38,446.6,212.0,38.2,95.0
167,View_001,5,667.9,102.2,21.3,56.9
167,View_001,47,504.4,207.1,28.4,85.1
167,View_001,48,29.7,112.9,18.6,28.1
168,View_001,22,641.8,118.9,25.2,68.5
168,View_001,30,11.5,100.2,17.9,41.5
168,View_001,37,291.6,168.8,34.1,71.2
168,View_001,9,693.4,107.0,20.3,49.9
168,View_001,38,442.6,210.2,39.9,96.4
168,View_001,5,669.5,102.1,21.2,56.5
168,View_001,47,512.5,209.0,29.9,84.2
168,View_001,48,30.5,112.6,18.6,28.1
169,View_001,22,638.0,119.8,24.9,69.1
169,View_001,30,8.1,101.0,17.9,42.3
169,View_001,37,285.1,168.0,33.9,71.1
169,View_001,9,694.8,107.5,19.8,48.7
169,View_001,38,435.5,212.9,38.6,92.9
169,View_001,5,670.2,101.8,21.3,56.6
169,View_001,47,515.2,210.1,31.2,83.8
169,View_001,48,30.2,112.0,19.0,28.8
169,View_001,50,453.8,210.2,34.9,90.4
170,View_001,22,634.8,120.6,24.9,69.4
170,View_001,30,4.6,102.7,17.7,41.6
170,View_001,37,278.5,166.9,33.7,71.1
170,View_001,9,695.1,107.3,19.9,48.7
170,View_001,38,431.7,214.5,37.6,90.9
170,View_001,5,671.3,101.2,21.4,56.7
170,View_001,47,517.4,210.4,32.0,83.7
170,View_001,48,29.8,111.9,19.1,28.9
170,View_001,50,456.5,209.4,35.1,91.7
171,View_001,22,630.5,122.7,25.2,69.3
171,View_001,30,0.0,104.1,17.0,41.4
171,View_001,37,268.6,167.3,33.8,69.5
171,View_001,9,696.3,106.5,20.0,49.2
171,View_001,38,426.6,223.7,33.7,81.9
171,View_001,5,672.7,100.6,21.6,56.7
171,View_001,47,528.0,209.5,32.5,85.6
171,View_001,50,457.1,210.0,34.0,88.8
172,View_001,22,627.0,123.2,25.7,69.7
172,View_001,30,0.0,104.7,15.0,41.5
172,View_001,37,262.3,166.4,34.7,70.1
172,View_001,9,696.7,106.6,19.8,48.9
172,View_001,38,420.9,230.4,31.9,74.5
172,View_001,5,673.2,100.1,22.0,57.3
172,View_001,47,534.7,209.6,33.1,87.8
172,View_001,50,456.3,210.4,34.0,87.7
173,View_001,22,622.2,122.4,26.0,70.7
173,View_001,30,0.0,105.4,14.3,40.8
173,View_001,37,254.6,164.8,34.7,71.0
173,View_001,9,697.5,107.1,19.6,48.2
173,View_001,5,673.4,99.8,22.2,57.9
173,View_001,47,539.6,210.9,32.9,87.5
173,View_001,50,456.5,210.9,34.5,87.9
174,View_001,22,615.9,123.8,26.0,70.9
174,View_001,37,244.8,165.0,34.1,70.1
174,View_001,9,697.9,106.4,20.2,49.4
174,View_001,5,674.3,99.9,22.1,57.3
174,View_001,47,544.9,212.1,33.8,89.7
174,View_001,50,459.0,212.7,35.3,87.9
174,View_001,38,402.2,227.5,31.6,74.5
175,View_001,22,611.3,124.8,26.4,71.6
175,View_001,37,238.5,163.7,34.7,71.2
175,View_001,9,698.2,105.4,20.5,50.2
175,View_001,5,675.7,100.4,22.1,57.0
175,View_001,47,552.2,212.9,32.9,88.6
175,View_001,50,462.3,215.3,36.0,87.6
175,View_001,38,394.6,217.8,34.9,83.3
176,View_001,22,608.4,126.6,26.3,70.8
176,View_001,37,232.3,162.9,33.8,70.3
176,View_001,9,698.5,105.6,20.0,49.5
176,View_001,5,677.0,100.1,22.4,57.5
176,View_001,47,558.5,213.1,31.9,87.7
176,View_001,50,467.6,216.9,37.6,88.0
176,View_001,38,389.0,214.9,35.4,84.7
177,View_001,22,600.6,127.4,25.7,69.7
177,View_001,37,222.9,162.5,33.8,70.3
177,View_001,9,699.6,105.4,19.7,48.8
177,View_001,5,677.9,100.1,22.3,57.1
177,View_001,47,568.7,215.9,32.9,87.2
177,View_001,50,479.3,218.8,37.7,86.7
177,View_001,38,382.1,212.1,34.8,83.7
178,View_001,22,597.4,128.1,25.2,69.5
178,View_001,37,215.6,162.6,34.1,70.1
178,View_001,9,700.2,105.0,19.5,48.7
178,View_001,5,678.2,99.5,22.8,58.0
178,View_001,47,573.1,217.1,34.5,87.6
178,View_001,50,485.9,219.7,37.5,86.3
178,View_001,38,376.0,210.5,34.7,85.4
179,View_001,22,590.7,127.8,27.0,72.6
179,View_001,37,210.8,162.9,33.9,69.0
179,View_001,9,700.7,104.6,19.4,49.3
179,View_001,5,678.2,99.1,23.0,58.4
179,View_001,47,574.7,217.3,36.2,88.6
179,View_001,50,489.9,220.8,38.1,88.1
179,View_001,38,370.8,209.9,34.3,84.7
180,View_001,22,588.4,129.1,27.3,72.1
180,View_001,37,200.3,162.3,33.1,68.3
180,View_001,9,702.7,104.6,19.1,49.1
180,View_001,5,677.8,98.6,22.9,58.7
180,View_001,47,584.3,217.1,36.7,89.5
180,View_001,50,495.4,222.3,37.8,88.0
180,View_001,38,361.7,209.0,35.3,84.5
181,View_001,22,584.9,129.5,27.6,72.6
181,View_001,37,194.0,162.4,32.7,67.4
181,View_001,9,703.9,104.0,19.4,50.5
181,View_001,5,677.9,98.1,22.5,58.5
181,View_001,47,593.0,217.8,37.3,90.1
181,View_001,50,503.8,222.1,38.4,88.8
181,View_001,38,354.9,209.6,34.8,83.4
182,View_001,22,580.2,130.3,27.3,72.0
182,View_001,37,189.7,162.5,32.8,67.4
182,View_001,9,704.6,103.6,19.5,51.3
182,View_001,5,678.0,98.1,22.2,58.4
182,View_001,47,597.8,219.5,37.9,90.1
182,View_001,50,507.7,222.9,40.3,91.6
182,View_001,38,345.8,208.7,34.0,83.5
183,View_001,22,574.2,130.9,27.8,73.6
183,View_001,37,180.9,160.7,32.4,67.9
183,View_001,9,706.0,103.2,19.2,50.8
183,View_001,5,678.5,97.8,21.9,58.4
183,View_001,47,605.5,222.4,38.5,90.3
183,View_001,50,513.0,226.3,41.9,94.1
183,View_001,38,335.1,208.8,34.4,82.9
184,View_001,22,570.4,131.8,27.9,73.7
184,View_001,37,175.3,160.3,32.0,67.0
184,View_001,9,706.9,103.4,18.7,50.2
184,View_001,5,679.1,97.8,21.4,57.8
184,View_001,47,613.1,224.1,38.5,90.2
184,View_001,50,518.7,228.4,42.1,94.3
184,View_001,38,328.9,208.1,34.8,82.3
185,View_001,22,567.0,133.9,27.3,72.4
185,View_001,37,169.7,161.0,31.7,65.5
185,View_001,9,707.1,103.4,18.6,50.5
185,View_001,5,679.5,97.6,21.0,57.4
185,View_001,47,621.1,224.4,37.8,89.9
185,View_001,50,523.4,229.1,41.7,95.3
185,View_001,38,320.7,208.7,34.2,82.3
186,View_001,22,560.4,134.4,26.9,72.4
186,View_001,37,161.9,159.3,31.5,66.0
186,View_001,9,707.5,103.3,18.3,50.6
186,View_001,5,680.4,97.4,20.4,56.6
186,View_001,47,631.0,225.5,38.4,90.7
186,View_001,50,531.8,231.4,41.2,95.5
186,View_001,38,310.4,208.3,34.0,81.6
187,View_001,22,555.7,134.3,27.2,73.3
187,View_001,37,154.0,158.6,32.0,66.6
187,View_001,9,707.6,103.2,18.3,51.2
187,View_001,5,681.0,97.3,20.1,56.7
187,View_001,47,635.6,226.6,39.0,90.9
187,View_001,50,535.6,234.1,40.1,94.6
187,View_001,38,302.6,208.0,34.6,81.3
188,View_001,22,549.6,135.3,28.4,74.5
188,View_001,37,146.8,159.2,31.8,65.0
188,View_001,9,707.7,103.0,18.0,51.1
188,View_001,5,681.6,96.1,20.3,57.9
188,View_001,47,643.4,227.1,39.9,92.2
188,View_001,50,545.0,235.6,41.2,95.5
188,View_001,38,291.3,203.7,34.8,83.8
189,View_001,22,545.4,136.6,28.9,74.6
189,View_001,37,141.6,158.3,32.0,65.9
189,View_001,9,707.6,102.5,18.1,52.2
189,View_001,5,682.2,95.8,20.2,58.5
189,View_001,47,647.3,228.1,40.5,92.5
189,View_001,50,549.0,238.7,42.7,96.6
189,View_001,38,280.2,202.4,35.0,83.9
190,View_001,22,540.2,136.3,28.6,74.4
190,View_001,37,136.5,157.1,31.4,65.9
190,View_001,9,707.7,102.1,18.0,52.8
190,View_001,5,682.4,95.9,20.0,58.2
190,View_001,47,650.4,229.9,41.1,93.2
190,View_001,50,552.9,241.0,43.0,94.7
190,View_001,38,272.6,203.9,34.9,80.7
191,View_001,22,535.4,137.0,28.3,74.1
191,View_001,37,132.1,155.9,31.5,66.5
191,View_001,9,707.8,102.2,17.8,52.9
191,View_001,5,682.8,96.7,19.5,57.2
191,View_001,47,653.3,231.6,41.4,93.5
191,View_001,50,556.8,244.5,43.7,94.5
191,View_001,38,266.2,203.6,35.4,79.8
192,View_001,22,528.3,138.2,29.4,76.1
192,View_001,37,126.1,155.6,31.5,66.0
192,View_001,9,707.7,103.2,17.0,51.3
192,View_001,5,682.9,95.8,19.9,57.7
192,View_001,47,660.0,234.7,41.9,94.6
192,View_001,50,561.4,246.3,43.3,97.0
192,View_001,38,261.1,201.0,34.5,79.5
193,View_001,22,525.0,139.2,29.6,76.2
193,View_001,37,120.5,156.1,30.8,64.6
193,View_001,9,707.3,103.5,16.7,51.1
193,View_001,5,682.7,95.6,20.0,57.1
193,View_001,47,667.0,236.3,41.3,93.8
193,View_001,50,565.8,248.9,42.4,97.8
193,View_001,38,256.7,199.9,34.4,79.0
194,View_001,22,521.3,139.8,29.1,75.9
194,View_001,37,114.2,155.2,30.6,64.5
194,View_001,9,707.1,103.8,16.4,50.6
194,View_001,5,682.4,95.4,20.3,57.0
194,View_001,47,673.1,238.4,40.6,93.4
194,View_001,50,569.6,251.2,42.0,98.9
194,View_001,38,254.2,199.4,34.2,78.3
195,View_001,22,513.5,141.5,28.0,74.6
195,View_001,37,106.4,155.2,30.5,63.8
195,View_001,9,707.0,104.0,16.4,50.9
195,View_001,5,681.6,95.5,20.5,57.3
195,View_001,47,677.9,241.9,41.3,94.6
195,View_001,50,580.6,253.3,41.8,98.7
195,View_001,38,245.6,196.3,33.8,78.6
196,View_001,22,506.8,141.8,28.8,75.6
196,View_001,37,101.1,154.7,30.5,64.1
196,View_001,9,706.9,104.4,16.4,51.1
196,View_001,5,681.1,95.5,20.7,57.5
196,View_001,47,682.1,243.6,41.7,95.2
196,View_001,50,588.4,254.9,43.1,100.9
196,View_001,38,236.4,194.5,34.1,79.3
197,View_001,22,502.8,142.3,30.2,76.8
197,View_001,37,96.8,154.0,29.9,63.6
